farm_id,date,sensor_type,region,crop_type,reading_value_mean,reading_value_min,reading_value_max,reading_value_std,reading_value_count
FARM_001,2023-06-26,SoilMoisture,Aberdeenshire,Wheat,25.27,25.27,25.27,,1
FARM_001,2023-07-04,SoilMoisture,Aberdeenshire,Wheat,32.39,32.39,32.39,,1
FARM_001,2023-07-21,SoilMoisture,Aberdeenshire,Wheat,30.47,30.47,30.47,,1
FARM_001,2023-07-22,SoilMoisture,Aberdeenshire,Wheat,26.67,26.67,26.67,,1
FARM_001,2023-07-26,SoilMoisture,Aberdeenshire,Wheat,38.26,38.26,38.26,,1
FARM_001,2023-07-28,SoilMoisture,Aberdeenshire,Wheat,57.66,57.66,57.66,,1
FARM_001,2023-08-05,SoilMoisture,Aberdeenshire,Wheat,64.26,64.26,64.26,,1
FARM_001,2023-08-08,SoilMoisture,Aberdeenshire,Wheat,40.19,34.91,45.48,7.47,2
FARM_001,2023-08-10,SoilMoisture,Aberdeenshire,Wheat,54.17,54.17,54.17,,1
FARM_001,2023-08-13,SoilMoisture,Aberdeenshire,Wheat,43.33,43.33,43.33,,1
FARM_001,2023-08-17,SoilMoisture,Aberdeenshire,Wheat,51.16,49.45,52.86,2.41,2
FARM_001,2023-08-18,SoilMoisture,Aberdeenshire,Wheat,67.58,62.97,72.18,6.51,2
FARM_001,2023-08-25,SoilMoisture,Aberdeenshire,Wheat,75.12,75.12,75.12,,1
FARM_001,2023-09-07,SoilMoisture,Aberdeenshire,Wheat,31.67,31.67,31.67,,1
FARM_001,2023-09-14,SoilMoisture,Aberdeenshire,Wheat,60.58,60.58,60.58,,1
FARM_001,2023-09-15,SoilMoisture,Aberdeenshire,Wheat,60.5,60.5,60.5,,1
FARM_001,2023-09-26,SoilMoisture,Aberdeenshire,Wheat,50.92,50.92,50.92,,1
FARM_001,2023-10-10,SoilMoisture,Aberdeenshire,Wheat,56.89,56.89,56.89,,1
FARM_001,2023-10-14,SoilMoisture,Aberdeenshire,Wheat,41.35,41.35,41.35,,1
FARM_001,2023-10-20,SoilMoisture,Aberdeenshire,Wheat,78.2,76.89,79.52,1.86,2
FARM_002,2023-01-01,SoilMoisture,Fife,Peas,51.7,51.7,51.7,,1
FARM_002,2023-01-02,SoilMoisture,Fife,Peas,52.5,46.35,58.66,8.7,2
FARM_002,2023-01-03,SoilMoisture,Fife,Peas,24.74,24.74,24.74,,1
FARM_002,2023-01-11,SoilMoisture,Fife,Peas,51.31,51.31,51.31,,1
FARM_002,2023-01-17,SoilMoisture,Fife,Peas,7.57,7.57,7.57,,1
FARM_002,2023-01-20,SoilMoisture,Fife,Peas,23.53,23.53,23.53,,1
FARM_002,2023-01-24,SoilMoisture,Fife,Peas,9.94,9.94,9.94,,1
FARM_002,2023-01-28,SoilMoisture,Fife,Peas,76.35,76.35,76.35,,1
FARM_002,2023-01-31,SoilMoisture,Fife,Peas,60.58,60.58,60.58,,1
FARM_002,2023-02-10,SoilMoisture,Fife,Peas,56.09,56.09,56.09,,1
FARM_002,2023-02-13,SoilMoisture,Fife,Peas,24.49,24.49,24.49,,1
FARM_002,2023-02-17,SoilMoisture,Fife,Peas,5.38,5.38,5.38,,1
FARM_002,2023-02-21,SoilMoisture,Fife,Peas,10.6,10.6,10.6,,1
FARM_002,2023-03-03,SoilMoisture,Fife,Peas,73.21,73.21,73.21,,1
FARM_002,2023-03-06,SoilMoisture,Fife,Peas,74.68,74.68,74.68,,1
FARM_002,2023-03-13,SoilMoisture,Fife,Peas,32.11,32.11,32.11,,1
FARM_002,2023-03-19,SoilMoisture,Fife,Peas,29.51,29.51,29.51,,1
FARM_002,2023-03-21,SoilMoisture,Fife,Peas,69.8,69.8,69.8,,1
FARM_002,2023-03-26,SoilMoisture,Fife,Peas,57.16,57.16,57.16,,1
FARM_002,2023-03-27,SoilMoisture,Fife,Peas,32.61,32.61,32.61,,1
FARM_002,2023-04-01,SoilMoisture,Fife,Peas,79.86,79.86,79.86,,1
FARM_002,2023-04-02,SoilMoisture,Fife,Peas,63.75,63.75,63.75,,1
FARM_002,2023-04-13,SoilMoisture,Fife,Peas,64.1,64.1,64.1,,1
FARM_002,2023-04-18,SoilMoisture,Fife,Peas,53.28,53.28,53.28,,1
FARM_002,2023-05-03,SoilMoisture,Fife,Peas,73.46,73.46,73.46,,1
FARM_002,2023-05-12,SoilMoisture,Fife,Peas,16.29,16.29,16.29,,1
FARM_002,2023-06-02,SoilMoisture,Fife,Peas,37.96,37.96,37.96,,1
FARM_002,2023-06-09,SoilMoisture,Fife,Peas,5.99,5.99,5.99,,1
FARM_002,2023-06-17,SoilMoisture,Fife,Peas,37.6,37.6,37.6,,1
FARM_002,2023-06-19,SoilMoisture,Fife,Peas,79.0,79.0,79.0,,1
FARM_002,2023-06-20,SoilMoisture,Fife,Peas,5.03,5.03,5.03,,1
FARM_002,2023-06-30,SoilMoisture,Fife,Peas,51.09,51.09,51.09,,1
FARM_002,2023-07-11,SoilMoisture,Fife,Peas,19.35,19.35,19.35,,1
FARM_002,2023-07-12,SoilMoisture,Fife,Peas,63.66,63.66,63.66,,1
FARM_002,2023-07-22,SoilMoisture,Fife,Peas,6.83,6.83,6.83,,1
FARM_002,2023-07-23,SoilMoisture,Fife,Peas,46.98,46.98,46.98,,1
FARM_002,2023-07-25,SoilMoisture,Fife,Peas,31.71,31.71,31.71,,1
FARM_002,2023-07-30,SoilMoisture,Fife,Peas,23.14,23.14,23.14,,1
FARM_002,2023-08-05,SoilMoisture,Fife,Peas,38.76,35.74,41.77,4.26,2
FARM_002,2023-08-08,SoilMoisture,Fife,Peas,54.03,54.03,54.03,,1
FARM_002,2023-08-14,SoilMoisture,Fife,Peas,49.2,49.2,49.2,,1
FARM_002,2023-08-31,SoilMoisture,Fife,Peas,53.43,53.43,53.43,,1
FARM_002,2023-09-04,SoilMoisture,Fife,Peas,16.52,16.52,16.52,,1
FARM_002,2023-09-07,SoilMoisture,Fife,Peas,29.99,18.05,41.93,16.89,2
FARM_002,2023-09-10,SoilMoisture,Fife,Peas,10.23,10.23,10.23,,1
FARM_002,2023-09-13,SoilMoisture,Fife,Peas,44.25,44.25,44.25,,1
FARM_002,2023-09-17,SoilMoisture,Fife,Peas,21.98,21.98,21.98,,1
FARM_002,2023-09-19,SoilMoisture,Fife,Peas,66.29,66.29,66.29,,1
FARM_002,2023-09-25,SoilMoisture,Fife,Peas,59.69,59.69,59.69,,1
FARM_002,2023-10-08,SoilMoisture,Fife,Peas,76.96,76.96,76.96,,1
FARM_002,2023-10-09,SoilMoisture,Fife,Peas,45.17,45.17,45.17,,1
FARM_003,2023-01-02,SoilMoisture,Highlands,Carrots,23.0,23.0,23.0,,1
FARM_003,2023-01-04,SoilMoisture,Highlands,Carrots,20.06,20.06,20.06,,1
FARM_003,2023-01-26,SoilMoisture,Highlands,Carrots,61.65,61.65,61.65,,1
FARM_003,2023-01-29,SoilMoisture,Highlands,Carrots,26.58,26.58,26.58,,1
FARM_003,2023-01-31,SoilMoisture,Highlands,Carrots,26.4,26.4,26.4,,1
FARM_003,2023-02-03,SoilMoisture,Highlands,Carrots,11.18,11.18,11.18,,1
FARM_003,2023-02-09,SoilMoisture,Highlands,Carrots,76.24,76.24,76.24,,1
FARM_003,2023-02-14,SoilMoisture,Highlands,Carrots,59.61,40.25,78.97,27.38,2
FARM_003,2023-03-04,SoilMoisture,Highlands,Carrots,57.93,57.93,57.93,,1
FARM_003,2023-03-21,SoilMoisture,Highlands,Carrots,77.35,77.35,77.35,,1
FARM_003,2023-03-23,SoilMoisture,Highlands,Carrots,43.96,43.96,43.96,,1
FARM_003,2023-03-28,SoilMoisture,Highlands,Carrots,66.23,66.23,66.23,,1
FARM_003,2023-03-30,SoilMoisture,Highlands,Carrots,22.01,22.01,22.01,,1
FARM_003,2023-04-05,SoilMoisture,Highlands,Carrots,13.38,13.38,13.38,,1
FARM_003,2023-04-22,SoilMoisture,Highlands,Carrots,77.47,77.47,77.47,,1
FARM_003,2023-04-23,SoilMoisture,Highlands,Carrots,76.44,76.44,76.44,,1
FARM_003,2023-04-25,SoilMoisture,Highlands,Carrots,17.34,17.34,17.34,,1
FARM_003,2023-05-06,SoilMoisture,Highlands,Carrots,10.11,10.11,10.11,,1
FARM_003,2023-05-08,SoilMoisture,Highlands,Carrots,8.28,8.28,8.28,,1
FARM_003,2023-05-09,SoilMoisture,Highlands,Carrots,51.89,51.89,51.89,,1
FARM_003,2023-05-10,SoilMoisture,Highlands,Carrots,24.19,24.19,24.19,,1
FARM_003,2023-05-15,SoilMoisture,Highlands,Carrots,45.57,45.57,45.57,,1
FARM_003,2023-05-27,SoilMoisture,Highlands,Carrots,11.95,11.95,11.95,,1
FARM_003,2023-05-29,SoilMoisture,Highlands,Carrots,41.47,41.47,41.47,,1
FARM_003,2023-06-06,SoilMoisture,Highlands,Carrots,16.09,16.09,16.09,,1
FARM_003,2023-06-09,SoilMoisture,Highlands,Carrots,30.31,30.31,30.31,,1
FARM_003,2023-06-10,SoilMoisture,Highlands,Carrots,79.92,79.92,79.92,,1
FARM_003,2023-06-12,SoilMoisture,Highlands,Carrots,71.96,71.96,71.96,,1
FARM_003,2023-06-18,SoilMoisture,Highlands,Carrots,75.89,75.89,75.89,,1
FARM_003,2023-06-29,SoilMoisture,Highlands,Carrots,59.7,59.7,59.7,,1
FARM_003,2023-07-01,SoilMoisture,Highlands,Carrots,65.24,65.24,65.24,,1
FARM_003,2023-07-05,SoilMoisture,Highlands,Carrots,34.46,34.46,34.46,,1
FARM_003,2023-07-11,SoilMoisture,Highlands,Carrots,18.76,18.76,18.76,,1
FARM_003,2023-07-12,SoilMoisture,Highlands,Carrots,70.0,70.0,70.0,,1
FARM_003,2023-07-26,SoilMoisture,Highlands,Carrots,58.63,45.78,71.48,18.17,2
FARM_003,2023-07-29,SoilMoisture,Highlands,Carrots,65.22,65.22,65.22,,1
FARM_003,2023-07-31,SoilMoisture,Highlands,Carrots,40.13,35.51,44.75,6.53,2
FARM_003,2023-08-07,SoilMoisture,Highlands,Carrots,62.79,62.79,62.79,,1
FARM_003,2023-08-13,SoilMoisture,Highlands,Carrots,79.12,79.12,79.12,,1
FARM_003,2023-09-03,SoilMoisture,Highlands,Carrots,74.88,74.88,74.88,,1
FARM_003,2023-09-13,SoilMoisture,Highlands,Carrots,38.57,38.57,38.57,,1
FARM_003,2023-09-16,SoilMoisture,Highlands,Carrots,59.62,59.62,59.62,,1
FARM_003,2023-09-17,SoilMoisture,Highlands,Carrots,26.27,26.27,26.27,,1
FARM_003,2023-09-19,SoilMoisture,Highlands,Carrots,39.77,39.77,39.77,,1
FARM_003,2023-09-21,SoilMoisture,Highlands,Carrots,27.25,27.25,27.25,,1
FARM_003,2023-09-25,SoilMoisture,Highlands,Carrots,75.12,70.74,79.5,6.19,2
FARM_003,2023-09-27,SoilMoisture,Highlands,Carrots,50.15,50.15,50.15,,1
FARM_003,2023-10-01,SoilMoisture,Highlands,Carrots,19.59,19.59,19.59,,1
FARM_003,2023-10-02,SoilMoisture,Highlands,Carrots,54.15,54.15,54.15,,1
FARM_003,2023-10-09,SoilMoisture,Highlands,Carrots,59.14,59.14,59.14,,1
FARM_003,2023-10-19,SoilMoisture,Highlands,Carrots,66.97,66.97,66.97,,1
FARM_003,2023-10-24,SoilMoisture,Highlands,Carrots,58.88,58.88,58.88,,1
FARM_003,2023-10-27,SoilMoisture,Highlands,Carrots,76.64,76.64,76.64,,1
FARM_004,2023-01-02,SoilMoisture,Aberdeenshire,Rye,40.07,40.07,40.07,,1
FARM_004,2023-01-04,SoilMoisture,Aberdeenshire,Rye,25.19,25.19,25.19,,1
FARM_004,2023-01-08,SoilMoisture,Aberdeenshire,Rye,36.39,36.39,36.39,,1
FARM_004,2023-01-22,SoilMoisture,Aberdeenshire,Rye,73.12,73.12,73.12,,1
FARM_004,2023-01-26,SoilMoisture,Aberdeenshire,Rye,15.43,15.43,15.43,,1
FARM_004,2023-02-07,SoilMoisture,Aberdeenshire,Rye,13.63,13.63,13.63,,1
FARM_004,2023-02-08,SoilMoisture,Aberdeenshire,Rye,37.36,37.36,37.36,,1
FARM_004,2023-02-12,SoilMoisture,Aberdeenshire,Rye,45.67,45.67,45.67,,1
FARM_004,2023-02-27,SoilMoisture,Aberdeenshire,Rye,62.22,62.22,62.22,,1
FARM_004,2023-03-23,SoilMoisture,Aberdeenshire,Rye,68.58,68.58,68.58,,1
FARM_004,2023-03-27,SoilMoisture,Aberdeenshire,Rye,21.6,21.6,21.6,,1
FARM_004,2023-03-30,SoilMoisture,Aberdeenshire,Rye,28.8,28.8,28.8,,1
FARM_004,2023-04-01,SoilMoisture,Aberdeenshire,Rye,53.14,53.14,53.14,,1
FARM_004,2023-04-07,SoilMoisture,Aberdeenshire,Rye,66.74,66.74,66.74,,1
FARM_004,2023-04-16,SoilMoisture,Aberdeenshire,Rye,52.32,52.32,52.32,,1
FARM_004,2023-04-21,SoilMoisture,Aberdeenshire,Rye,74.44,71.47,77.41,4.2,2
FARM_004,2023-04-30,SoilMoisture,Aberdeenshire,Rye,65.41,65.41,65.41,,1
FARM_004,2023-05-07,SoilMoisture,Aberdeenshire,Rye,68.98,68.98,68.98,,1
FARM_004,2023-05-11,SoilMoisture,Aberdeenshire,Rye,18.0,6.12,29.87,16.79,2
FARM_004,2023-05-15,SoilMoisture,Aberdeenshire,Rye,38.64,38.64,38.64,,1
FARM_004,2023-05-19,SoilMoisture,Aberdeenshire,Rye,78.05,78.05,78.05,,1
FARM_004,2023-05-23,SoilMoisture,Aberdeenshire,Rye,67.18,67.18,67.18,,1
FARM_004,2023-05-25,SoilMoisture,Aberdeenshire,Rye,23.66,23.66,23.66,,1
FARM_004,2023-05-29,SoilMoisture,Aberdeenshire,Rye,61.66,61.66,61.66,,1
FARM_004,2023-05-30,SoilMoisture,Aberdeenshire,Rye,31.67,10.48,52.86,29.97,2
FARM_004,2023-06-05,SoilMoisture,Aberdeenshire,Rye,78.57,78.57,78.57,,1
FARM_004,2023-06-10,SoilMoisture,Aberdeenshire,Rye,42.79,42.79,42.79,,1
FARM_004,2023-06-14,SoilMoisture,Aberdeenshire,Rye,66.42,66.42,66.42,,1
FARM_004,2023-06-28,SoilMoisture,Aberdeenshire,Rye,9.86,9.86,9.86,,1
FARM_004,2023-06-30,SoilMoisture,Aberdeenshire,Rye,15.69,15.69,15.69,,1
FARM_004,2023-07-01,SoilMoisture,Aberdeenshire,Rye,23.53,23.53,23.53,,1
FARM_004,2023-07-02,SoilMoisture,Aberdeenshire,Rye,27.45,27.45,27.45,,1
FARM_004,2023-07-12,SoilMoisture,Aberdeenshire,Rye,72.48,72.48,72.48,,1
FARM_004,2023-07-19,SoilMoisture,Aberdeenshire,Rye,72.63,72.63,72.63,,1
FARM_004,2023-08-03,SoilMoisture,Aberdeenshire,Rye,50.59,50.59,50.59,,1
FARM_004,2023-08-19,SoilMoisture,Aberdeenshire,Rye,47.4,30.9,72.4,22.02,3
FARM_004,2023-08-28,SoilMoisture,Aberdeenshire,Rye,34.57,9.89,59.25,34.9,2
FARM_004,2023-08-29,SoilMoisture,Aberdeenshire,Rye,76.04,76.04,76.04,,1
FARM_004,2023-09-01,SoilMoisture,Aberdeenshire,Rye,44.07,44.07,44.07,,1
FARM_004,2023-09-07,SoilMoisture,Aberdeenshire,Rye,38.95,38.95,38.95,,1
FARM_004,2023-09-09,SoilMoisture,Aberdeenshire,Rye,12.17,12.17,12.17,,1
FARM_004,2023-09-13,SoilMoisture,Aberdeenshire,Rye,46.95,46.95,46.95,,1
FARM_004,2023-09-18,SoilMoisture,Aberdeenshire,Rye,65.38,65.38,65.38,,1
FARM_004,2023-10-08,SoilMoisture,Aberdeenshire,Rye,31.86,31.86,31.86,,1
FARM_004,2023-10-13,SoilMoisture,Aberdeenshire,Rye,26.18,26.18,26.18,,1
FARM_004,2023-10-20,SoilMoisture,Aberdeenshire,Rye,68.68,68.68,68.68,,1
FARM_004,2023-10-23,SoilMoisture,Aberdeenshire,Rye,5.08,5.08,5.08,,1
FARM_005,2023-01-10,SoilMoisture,Aberdeenshire,Wheat,5.96,5.96,5.96,,1
FARM_005,2023-01-11,SoilMoisture,Aberdeenshire,Wheat,51.2,51.2,51.2,,1
FARM_005,2023-01-12,SoilMoisture,Aberdeenshire,Wheat,34.03,34.03,34.03,,1
FARM_005,2023-01-20,SoilMoisture,Aberdeenshire,Wheat,29.55,29.55,29.55,,1
FARM_005,2023-01-21,SoilMoisture,Aberdeenshire,Wheat,28.62,26.69,30.56,2.74,2
FARM_005,2023-01-26,SoilMoisture,Aberdeenshire,Wheat,28.68,28.68,28.68,,1
FARM_005,2023-01-28,SoilMoisture,Aberdeenshire,Wheat,35.66,35.66,35.66,,1
FARM_005,2023-01-31,SoilMoisture,Aberdeenshire,Wheat,9.44,9.44,9.44,,1
FARM_005,2023-02-01,SoilMoisture,Aberdeenshire,Wheat,65.09,65.09,65.09,,1
FARM_005,2023-02-06,SoilMoisture,Aberdeenshire,Wheat,19.28,9.13,29.43,14.35,2
FARM_005,2023-02-08,SoilMoisture,Aberdeenshire,Wheat,44.64,44.64,44.64,,1
FARM_005,2023-02-12,SoilMoisture,Aberdeenshire,Wheat,22.24,22.24,22.24,,1
FARM_005,2023-02-13,SoilMoisture,Aberdeenshire,Wheat,8.19,8.19,8.19,,1
FARM_005,2023-02-15,SoilMoisture,Aberdeenshire,Wheat,8.71,8.71,8.71,,1
FARM_005,2023-02-17,SoilMoisture,Aberdeenshire,Wheat,9.81,9.81,9.81,,1
FARM_005,2023-02-24,SoilMoisture,Aberdeenshire,Wheat,15.47,15.47,15.47,,1
FARM_005,2023-02-26,SoilMoisture,Aberdeenshire,Wheat,11.53,11.53,11.53,,1
FARM_005,2023-02-27,SoilMoisture,Aberdeenshire,Wheat,43.04,43.04,43.04,,1
FARM_005,2023-03-10,SoilMoisture,Aberdeenshire,Wheat,30.89,30.89,30.89,,1
FARM_005,2023-03-11,SoilMoisture,Aberdeenshire,Wheat,71.94,71.94,71.94,,1
FARM_005,2023-03-19,SoilMoisture,Aberdeenshire,Wheat,57.5,57.5,57.5,,1
FARM_005,2023-03-26,SoilMoisture,Aberdeenshire,Wheat,17.2,17.2,17.2,,1
FARM_005,2023-04-11,SoilMoisture,Aberdeenshire,Wheat,47.83,47.83,47.83,,1
FARM_005,2023-04-14,SoilMoisture,Aberdeenshire,Wheat,63.63,63.63,63.63,,1
FARM_005,2023-04-19,SoilMoisture,Aberdeenshire,Wheat,40.4,40.4,40.4,,1
FARM_005,2023-05-02,SoilMoisture,Aberdeenshire,Wheat,27.01,27.01,27.01,,1
FARM_005,2023-05-07,SoilMoisture,Aberdeenshire,Wheat,35.7,34.06,37.34,2.32,2
FARM_005,2023-05-10,SoilMoisture,Aberdeenshire,Wheat,64.45,64.45,64.45,,1
FARM_005,2023-05-18,SoilMoisture,Aberdeenshire,Wheat,17.55,17.55,17.55,,1
FARM_005,2023-05-21,SoilMoisture,Aberdeenshire,Wheat,58.76,58.76,58.76,,1
FARM_005,2023-05-23,SoilMoisture,Aberdeenshire,Wheat,25.96,25.96,25.96,,1
FARM_005,2023-06-12,SoilMoisture,Aberdeenshire,Wheat,7.67,7.67,7.67,,1
FARM_005,2023-06-14,SoilMoisture,Aberdeenshire,Wheat,50.65,50.65,50.65,,1
FARM_005,2023-06-20,SoilMoisture,Aberdeenshire,Wheat,6.8,6.8,6.8,,1
FARM_005,2023-06-23,SoilMoisture,Aberdeenshire,Wheat,44.97,44.97,44.97,,1
FARM_005,2023-07-03,SoilMoisture,Aberdeenshire,Wheat,49.19,49.19,49.19,,1
FARM_005,2023-07-07,SoilMoisture,Aberdeenshire,Wheat,36.81,36.81,36.81,,1
FARM_005,2023-07-13,SoilMoisture,Aberdeenshire,Wheat,42.93,42.93,42.93,,1
FARM_005,2023-07-18,SoilMoisture,Aberdeenshire,Wheat,15.04,15.04,15.04,,1
FARM_005,2023-07-27,SoilMoisture,Aberdeenshire,Wheat,75.49,75.49,75.49,,1
FARM_005,2023-07-28,SoilMoisture,Aberdeenshire,Wheat,19.55,19.55,19.55,,1
FARM_005,2023-08-07,SoilMoisture,Aberdeenshire,Wheat,41.63,41.63,41.63,,1
FARM_005,2023-08-23,SoilMoisture,Aberdeenshire,Wheat,57.66,57.66,57.66,,1
FARM_005,2023-09-03,SoilMoisture,Aberdeenshire,Wheat,65.4,65.4,65.4,,1
FARM_005,2023-09-04,SoilMoisture,Aberdeenshire,Wheat,21.42,21.42,21.42,,1
FARM_005,2023-09-06,SoilMoisture,Aberdeenshire,Wheat,79.64,79.64,79.64,,1
FARM_005,2023-09-13,SoilMoisture,Aberdeenshire,Wheat,8.59,8.59,8.59,,1
FARM_005,2023-10-11,SoilMoisture,Aberdeenshire,Wheat,43.25,34.19,52.31,12.81,2
FARM_005,2023-10-16,SoilMoisture,Aberdeenshire,Wheat,25.84,25.84,25.84,,1
FARM_005,2023-10-18,SoilMoisture,Aberdeenshire,Wheat,11.8,11.8,11.8,,1
FARM_005,2023-10-25,SoilMoisture,Aberdeenshire,Wheat,42.14,42.14,42.14,,1
FARM_006,2023-01-21,SoilMoisture,Highlands,Wheat,11.56,11.56,11.56,,1
FARM_006,2023-01-23,SoilMoisture,Highlands,Wheat,75.38,75.38,75.38,,1
FARM_006,2023-01-24,SoilMoisture,Highlands,Wheat,71.16,71.16,71.16,,1
FARM_006,2023-01-27,SoilMoisture,Highlands,Wheat,34.24,34.24,34.24,,1
FARM_006,2023-01-28,SoilMoisture,Highlands,Wheat,32.31,32.31,32.31,,1
FARM_006,2023-01-31,SoilMoisture,Highlands,Wheat,64.54,64.54,64.54,,1
FARM_006,2023-02-01,SoilMoisture,Highlands,Wheat,35.66,35.66,35.66,,1
FARM_006,2023-02-06,SoilMoisture,Highlands,Wheat,20.7,20.7,20.7,,1
FARM_006,2023-02-08,SoilMoisture,Highlands,Wheat,31.56,31.56,31.56,,1
FARM_006,2023-02-14,SoilMoisture,Highlands,Wheat,37.43,37.43,37.43,,1
FARM_006,2023-02-18,SoilMoisture,Highlands,Wheat,69.09,69.09,69.09,,1
FARM_006,2023-02-19,SoilMoisture,Highlands,Wheat,49.75,49.75,49.75,,1
FARM_006,2023-03-16,SoilMoisture,Highlands,Wheat,27.6,27.6,27.6,,1
FARM_006,2023-03-19,SoilMoisture,Highlands,Wheat,46.11,46.11,46.11,,1
FARM_006,2023-03-29,SoilMoisture,Highlands,Wheat,16.77,16.77,16.77,,1
FARM_006,2023-04-06,SoilMoisture,Highlands,Wheat,73.67,73.67,73.67,,1
FARM_006,2023-04-09,SoilMoisture,Highlands,Wheat,42.41,42.41,42.41,,1
FARM_006,2023-04-11,SoilMoisture,Highlands,Wheat,36.19,36.19,36.19,,1
FARM_006,2023-04-12,SoilMoisture,Highlands,Wheat,79.83,79.83,79.83,,1
FARM_006,2023-04-15,SoilMoisture,Highlands,Wheat,69.5,69.5,69.5,,1
FARM_006,2023-04-17,SoilMoisture,Highlands,Wheat,48.57,48.57,48.57,,1
FARM_006,2023-04-28,SoilMoisture,Highlands,Wheat,28.69,28.69,28.69,,1
FARM_006,2023-04-29,SoilMoisture,Highlands,Wheat,6.66,6.66,6.66,,1
FARM_006,2023-05-02,SoilMoisture,Highlands,Wheat,40.78,40.78,40.78,,1
FARM_006,2023-05-07,SoilMoisture,Highlands,Wheat,25.89,25.89,25.89,,1
FARM_006,2023-05-20,SoilMoisture,Highlands,Wheat,57.62,57.62,57.62,,1
FARM_006,2023-06-08,SoilMoisture,Highlands,Wheat,10.6,10.6,10.6,,1
FARM_006,2023-06-17,SoilMoisture,Highlands,Wheat,46.18,40.93,51.44,7.43,2
FARM_006,2023-06-21,SoilMoisture,Highlands,Wheat,72.67,72.67,72.67,,1
FARM_006,2023-07-12,SoilMoisture,Highlands,Wheat,18.74,18.74,18.74,,1
FARM_006,2023-07-14,SoilMoisture,Highlands,Wheat,9.19,9.19,9.19,,1
FARM_006,2023-08-02,SoilMoisture,Highlands,Wheat,28.07,28.07,28.07,,1
FARM_006,2023-08-04,SoilMoisture,Highlands,Wheat,17.97,17.97,17.97,,1
FARM_006,2023-08-14,SoilMoisture,Highlands,Wheat,55.38,55.38,55.38,,1
FARM_006,2023-09-05,SoilMoisture,Highlands,Wheat,76.41,76.41,76.41,,1
FARM_006,2023-09-09,SoilMoisture,Highlands,Wheat,42.21,42.21,42.21,,1
FARM_006,2023-09-17,SoilMoisture,Highlands,Wheat,63.61,63.61,63.61,,1
